Brand,Sherry,Model,Price,Year,Kilometer,Color,Province,District,Damage Information
Ford,Focus,1.6 Comfort,585000,2011,240000.0,Füme,Adıyaman,Merkez,Unpainted-Unchanging-Without Tramer
Peugeot,301,1.6 HDi Allure,615000,2016,160000.0,Beyaz,Samsun,Tekkeköy,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Elegance,380000,2001,300000.0,Gri,Erzurum,Palandöken,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.4 120.Yıl,980000,2019,123000.0,Kırmızı,İstanbul,Küçükçekmece,Unpainted-Unchanging-Without Tramer
Citroen,C4,1.6 HDi SX PK,439000,2008,203000.0,Siyah,Bursa,Osmangazi,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,1290000,2020,43300.0,Füme,Diyarbakır,Kayapınar,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 180 AMG,1825000,2015,103000.0,Beyaz,Erzurum,Yakutiye,Unpainted-Unchanging-Without Tramer
Renault,Fluence,1.5 dCi Business,635000,2012,125000.0,Gri,Ankara,Altındağ,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.6 Multijet Urban Plus,785000,2020,113000.0,Beyaz,Kayseri,Talas,Unpainted-Unchanging-Without Tramer
Peugeot,301,1.6 BlueHDI Active,662000,2018,152000.0,Gri,İstanbul,Esenler,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy,610000,2020,93800.0,Beyaz,Ordu,Altınordu,Unpainted-Unchanging-Without Tramer
Seat,Ibiza,1.4 Reference,645000,2015,138000.0,Beyaz,İzmir,Menemen,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Edition Plus,755500,2017,132000.0,Füme,Manisa,Şehzadeler,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.2 TSi Midline Plus,810000,2013,96000.0,Beyaz,Ordu,Altınordu,Unpainted-Unchanging-Without Tramer
Skoda,Fabia,1.0 TSI Premium,1210000,2024,8500.0,Gri,İzmir,Buca,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1250000,2015,180000.0,Beyaz,Bolu,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 dCi Authentique,320000,2005,280000.0,Beyaz,Kocaeli,Çayırova,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy,820000,2023,29000.0,Mavi,İstanbul,Sancaktepe,Unpainted-Unchanging-Without Tramer
Fiat,Linea,1.4 Fire Pop,490000,2013,156000.0,Beyaz,Edirne,Keşan,Unpainted-Unchanging-Without Tramer
Ford,Fusion,1.6,385000,2004,275000.0,Gri,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Dacia,Sandero,1.2 Ambiance,495000,2013,157000.0,Beyaz,Aydın,Söke,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,1090000,2019,191000.0,Füme,İstanbul,Kağıthane,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.6 Comfortline,260000,2000,260000.0,Mavi,Antalya,Konyaaltı,Unpainted-Unchanging-Without Tramer
Fiat,Albea,Sole 1.4 Fire Dynamic,495000,2008,103000.0,Beyaz,Çankırı,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.5 dCi Touch,615000,2013,174500.0,Beyaz,İstanbul,Silivri,Unpainted-Unchanging-Without Tramer
Seat,Ibiza,1.4 Style,600000,2015,170000.0,Beyaz,İstanbul,Fatih,Unpainted-Unchanging-Without Tramer
Dacia,Sandero,1.2 Ambiance,485000,2013,133000.0,Beyaz,Bursa,Yenişehir,Unpainted-Unchanging-Without Tramer
Fiat,Linea,1.3 Multijet Lounge,640000,2015,104500.0,Füme,Tekirdağ,Kapaklı,Unpainted-Unchanging-Without Tramer
Citroen,C3,1.2 PureTech Feel Adventure,695000,2020,67000.0,Mavi,İstanbul,Beylikdüzü,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC Elegance,1280000,2017,19100.0,Beyaz,Kayseri,Kocasinan,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1330000,2015,149000.0,Gri,Mersin,Mezitli,Unpainted-Unchanging-Without Tramer
Renault,Fluence,1.6 Joy,650000,2013,187000.0,Beyaz,Yalova,Altınova,Unpainted-Unchanging-Without Tramer
Renault,Symbol,1.5 dCi Touch,600000,2013,135000.0,Gri,Trabzon,Ortahisar,Unpainted-Unchanging-Without Tramer
Volvo,V40,1.5 T3 Inscription,1335000,2017,82500.0,Gri,Ankara,Çankaya,Unpainted-Unchanging-Without Tramer
BMW,5,Serisi 520i Luxury Line,1430000,2013,226000.0,Beyaz,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
BMW,5,Serisi 530i xDrive Special Edition M Sport,4250000,2023,6800.0,Gri,İstanbul,Ataşehir,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1390000,2017,50000.0,Beyaz,Şanlıurfa,Suruç,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,Variant 1.5 TSI Elegance,1570000,2020,133000.0,Füme,İstanbul,Güngören,Unpainted-Unchanging-Without Tramer
Audi,A4,Sedan 2.0 TDI,1700500,2020,160520.0,Lacivert,İzmir,Karşıyaka,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 TDCi Trend,550000,2007,254000.0,Beyaz,Konya,Karapınar,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Icon,1450000,2024,8500.0,Gri,Elazığ,Arıcak,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.4 D-4D Advance,1147000,2016,23000.0,Beyaz,Adıyaman,Merkez,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,1390000,2021,31500.0,Beyaz,Elazığ,Merkez,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.2 TDi Trendline,530000,2012,198000.0,Gri,Konya,Beyşehir,Unpainted-Unchanging-Without Tramer
Seat,Ibiza,1.0 EcoTSI Style,935000,2019,58000.0,Gri,Erzincan,Tercan,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 D AMG,1578000,2016,158500.0,Beyaz,İstanbul,Esenyurt,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Joy Comfort,1045000,2022,78000.0,Beyaz,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Fiat,Linea,1.3 Multijet Pop,480000,2015,199800.0,Beyaz,İzmir,Torbalı,Unpainted-Unchanging-Without Tramer
Audi,A3,Sportback 30 TDI Sport,1000000,2019,21000.0,Beyaz,Batman,Merkez,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz CLK 230 Kompressor Elegance,565000,2000,218000.0,Siyah,İstanbul,Ataşehir,Unpainted-Unchanging-Without Tramer
Hyundai,Getz,1.4 DOHC HY KLM,446000,2008,218000.0,Gri,Isparta,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 dCi Expression,485000,2006,159000.0,Gri,Manisa,Akhisar,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.2 Extreme,555000,2007,72000.0,Gri,İstanbul,Kartal,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.5 dCi SportTourer Icon,720000,2014,112500.0,Beyaz,Edirne,Merkez,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,960000,2014,179000.0,Beyaz,Manisa,Şehzadeler,Unpainted-Unchanging-Without Tramer
Fiat,Palio,1.2 EL,315000,2003,235000.0,Gri,Konya,Selçuklu,Unpainted-Unchanging-Without Tramer
Toyota,Verso,1.6 Advance,950000,2017,98370.0,Beyaz,Kars,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Joy,1050000,2020,95000.0,Beyaz,Kayseri,Kocasinan,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.5 dCi SportTourer Joy,755000,2018,122000.0,Beyaz,İstanbul,Arnavutköy,Unpainted-Unchanging-Without Tramer
Chevrolet,Aveo,1.4 SE,460000,2012,120000.0,Gri,Kırıkkale,Merkez,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.4 T Edition Plus,1040000,2020,12490.0,Gri,İstanbul,Bahçelievler,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 MPI Elite,1200000,2024,6001.0,Kırmızı,Kocaeli,Derince,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Enjoy Plus,650000,2012,93000.0,Gri,Elazığ,Karakoçan,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 316i M Sport,1250000,2012,192000.0,Beyaz,Muğla,Seydikemer,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Edition,737000,2017,137200.0,Mavi,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.2 TSi Comfortline,810000,2016,78800.0,Kırmızı,Ankara,Etimesgut,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.6 TDi Comfortline,690000,2012,263000.0,Gri,Çankırı,Kızılırmak,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz A 200 AMG+,2099000,2022,34000.0,Kırmızı,Kocaeli,Gebze,Unpainted-Unchanging-Without Tramer
Fiat,Idea,1.3 Multijet Dynamic,296500,2006,338000.0,Bordo,Ankara,Keçiören,Unpainted-Unchanging-Without Tramer
Peugeot,301,1.6 HDi Active,639000,2017,125000.0,Beyaz,Denizli,Merkezefendi,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1300000,2014,119000.0,Gri,Çorum,Alaca,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1224000,2016,172000.0,Gri,Antalya,Alanya,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 SCe Joy,755000,2023,32500.0,Mavi,Sivas,Merkez,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.2 Twinport Essentia,575000,2012,37500.0,Gri,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Edition,760000,2018,99750.0,Füme,Bursa,Osmangazi,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 dCi Icon,1190000,2017,82000.0,Gri,Kocaeli,Derince,Unpainted-Unchanging-Without Tramer
Chevrolet,Cruze,1.6 LS,575000,2011,140000.0,Beyaz,İstanbul,Çekmeköy,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,1165000,2017,110000.0,Füme,Kahramanmaraş,Elbistan,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.4 TSi Highline,935000,2012,105750.0,Gri,Ankara,Mamak,Unpainted-Unchanging-Without Tramer
Citroen,C5,1.6 HDi SX PK,590000,2010,183000.0,Gri,Diyarbakır,Kayapınar,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 Titanium,835000,2010,87000.0,Gri,Kırıkkale,Merkez,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 MPI Jump,900000,2021,40400.0,Beyaz,İstanbul,Bayrampaşa,Unpainted-Unchanging-Without Tramer
Skoda,Octavia,1.6 TDI Style,1125000,2017,150000.0,Beyaz,Muş,Varto,Unpainted-Unchanging-Without Tramer
Citroen,C-Elysee,1.5 BlueHDi Feel,685000,2020,102100.0,Beyaz,Diyarbakır,Yenişehir,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Street,825000,2023,42000.0,Mavi,Muğla,Dalaman,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.5 CDTI Edition,875000,2021,67400.0,Kırmızı,Bursa,Gemlik,Unpainted-Unchanging-Without Tramer
Tofaş,Şahin,1.6,170000,1992,189000.0,Kırmızı,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.6 Multijet Urban Plus,820000,2019,123000.0,Beyaz,İstanbul,Sarıyer,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.5 dCi Extreme,440000,2009,174000.0,Diğer,Osmaniye,Düziçi,Unpainted-Unchanging-Without Tramer
Renault,Clio,0.9 TCe Sport Tourer Touch,685000,2020,82500.0,Beyaz,Mersin,Silifke,Unpainted-Unchanging-Without Tramer
BMW,1,Serisi 116d Joy Plus,1230000,2017,110000.0,Beyaz,Kahramanmaraş,Onikişubat,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 CRDi Elite,850000,2018,99000.0,Beyaz,Aydın,Didim,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 dCi Dynamique,620000,2010,202000.0,Beyaz,Adıyaman,Kahta,Unpainted-Unchanging-Without Tramer
Tofaş,Şahin,1.6,225000,1991,170000.0,Beyaz,Antalya,Kepez,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.6 Joy,785500,2016,98000.0,Siyah,İstanbul,Başakşehir,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.6 Touch,1050000,2016,58000.0,Beyaz,Erzincan,Merkez,Unpainted-Unchanging-Without Tramer
Opel,Insignia,1.6 CDTI Grand Sport Design,1100000,2017,82000.0,Mavi,Hakkari,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 TCe Evolution,1040000,2023,11000.0,Gri,Manisa,Turgutlu,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 Blue DCI Touch,1125000,2020,96000.0,Beyaz,Adana,Yüreğir,Unpainted-Unchanging-Without Tramer
Opel,Insignia,1.6 CDTI Grand Sport Excellence,1320000,2018,95000.0,Beyaz,İstanbul,Esenler,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 TDCi Trend,478000,2006,268000.0,Gri,Ankara,Kahramankazan,Unpainted-Unchanging-Without Tramer
Opel,Vectra,1.6 Comfort,485000,2000,300000.0,Gri,Bilecik,Osmaneli,Unpainted-Unchanging-Without Tramer
Fiat,Siena,1.4 EL,350000,1999,140000.0,Gri,Ankara,Sincan,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.4 T Edition Plus,1195000,2020,28500.0,Beyaz,İstanbul,Bağcılar,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.5 TDCi Titanium,875000,2016,220000.0,Beyaz,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Seat,Toledo,1.6 TDI Style,750000,2014,166000.0,Beyaz,Batman,Sason,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Edition,665000,2013,138000.0,Siyah,Tekirdağ,Süleymanpaşa,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.4 TSi Highline,1042000,2015,106000.0,Kırmızı,Ankara,Çankaya,Unpainted-Unchanging-Without Tramer
Dacia,Sandero,1.2 Ambiance,480000,2013,138000.0,Gri,Adana,Ceyhan,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.6 Dynamique,430000,2004,274000.0,Gri,Sivas,Merkez,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 Ti-VCT Trend X,920000,2018,91000.0,Beyaz,Malatya,Battalgazi,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.0 TSi Comfortline,1100000,2020,13600.0,Kırmızı,İstanbul,Ataşehir,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.6 TDi Trendline,739000,2012,137000.0,Gri,Aksaray,Merkez,Unpainted-Unchanging-Without Tramer
Fiat,Palio,1.3 Multijet Active,375000,2005,183000.0,Gri,Samsun,İlkadım,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.4 TSi BlueMotion Highline,1525000,2016,145000.0,Beyaz,Burdur,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Clio,0.9 TCe Joy,750000,2019,57000.0,Kırmızı,Sakarya,Ferizli,Unpainted-Unchanging-Without Tramer
BMW,4,Serisi 420i Gran Coupe M Sport,3565000,2023,14500.0,Gri,İstanbul,Şişli,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.2 Twinport Essentia,395000,2005,87000.0,Diğer,Ordu,Altınordu,Unpainted-Unchanging-Without Tramer
Fiat,Palio,1.4 EL Weekend,275000,2000,283500.0,Beyaz,Ankara,Altındağ,Unpainted-Unchanging-Without Tramer
Chevrolet,Spark,1.2 LS,455000,2012,125000.0,Beyaz,İstanbul,Küçükçekmece,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy Plus,755000,2023,21460.0,Beyaz,Bursa,Yıldırım,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Business,670000,2013,155000.0,Beyaz,Samsun,Çarşamba,Unpainted-Unchanging-Without Tramer
Dacia,Sandero,1.4 Ambiance,485000,2010,164050.0,Füme,İstanbul,Gaziosmanpaşa,Unpainted-Unchanging-Without Tramer
Citroen,C3,1.4 HDi X Furio,350000,2007,249000.0,Beyaz,Mardin,Nusaybin,Unpainted-Unchanging-Without Tramer
Renault,Taliant,1.0 Tce Joy,850000,2022,22000.0,Mavi,İstanbul,Zeytinburnu,Unpainted-Unchanging-Without Tramer
Peugeot,301,1.6 BlueHDI Active,710000,2018,135000.0,Gri,Diyarbakır,Bismil,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.5 Dream,1270000,2022,16950.0,Mavi,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Opel,Insignia,1.4 T Edition Elegance,915000,2014,82000.0,Beyaz,Kahramanmaraş,Onikişubat,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Street,640000,2019,58420.0,Beyaz,İzmir,Çiğli,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Trendline,1300000,2015,77000.0,Füme,Ankara,Etimesgut,Unpainted-Unchanging-Without Tramer
Renault,Clio,0.9 TCe Touch,675000,2020,54000.0,Beyaz,Karaman,Merkez,Unpainted-Unchanging-Without Tramer
BMW,5,Serisi 520i Executive M Sport,2450000,2017,97000.0,Beyaz,İstanbul,Büyükçekmece,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.6 TDi Comfortline,765000,2012,168000.0,Mavi,Eskişehir,Tepebaşı,Unpainted-Unchanging-Without Tramer
Tofaş,Kartal,1.6 ie,290000,1999,153000.0,Beyaz,Giresun,Espiye,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.4 RXT,420000,2001,138000.0,Kırmızı,Muğla,Marmaris,Unpainted-Unchanging-Without Tramer
Renault,R,19 1.6 Europa RTE,349000,2001,149050.0,Gri,Kayseri,Yahyalı,Unpainted-Unchanging-Without Tramer
Renault,Taliant,1.0 Sce Joy,695000,2022,12500.0,Beyaz,Kocaeli,Gölcük,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.4 RNA,315000,2001,256000.0,Kırmızı,İstanbul,Kağıthane,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 SCe Joy,715000,2020,67000.0,Mavi,İstanbul,Tuzla,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Classic,460000,2008,221000.0,Siyah,Bursa,Osmangazi,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.5 dCi Extreme Edition,480000,2011,177000.0,Beyaz,İstanbul,Sancaktepe,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.4 TSi Comfortline,970000,2015,153000.0,Beyaz,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Rover,620,Si,220000,1996,123456.0,Altın,Sakarya,Serdivan,Unpainted-Unchanging-Without Tramer
Peugeot,208,1.5 BlueHDi Signature,835000,2020,13970.0,Gri,Bursa,Osmangazi,Unpainted-Unchanging-Without Tramer
Volkswagen,VW,CC 1.4 TSi,1200000,2016,170000.0,Siyah,Ankara,Çankaya,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1375000,2017,33000.0,Beyaz,Adana,Ceyhan,Unpainted-Unchanging-Without Tramer
Skoda,Fabia,1.0 GreenTec Style,935000,2019,53000.0,Kırmızı,Antalya,Döşemealtı,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 Ti-VCT Style,905000,2017,73000.0,Gri,Malatya,Yeşilyurt,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.0 TSi Comfortline,1100000,2018,20000.0,Beyaz,Kars,Merkez,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Mirror,870000,2020,52500.0,Siyah,Bursa,Yıldırım,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.5 TDCi Trend X,945000,2015,130000.0,Beyaz,Antalya,Kemer,Unpainted-Unchanging-Without Tramer
Lada,Vega,1.5,245000,2003,120000.0,Gri,Aydın,Kuşadası,Unpainted-Unchanging-Without Tramer
Seat,Toledo,1.6 Signo,400000,2002,224775.0,Gri,Konya,Selçuklu,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 TDCi Style,705000,2014,223000.0,Gri,Bursa,Yıldırım,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Edition Plus,728000,2016,118000.0,Gri,Muş,Merkez,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.2 TSi Trendline,699000,2013,200000.0,Beyaz,Hatay,Belen,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 dCi Touch Plus,705000,2016,175146.0,Gri,İstanbul,Çekmeköy,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Street,735000,2022,25500.0,Beyaz,İzmir,Buca,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.4 Terra,455000,2006,258000.0,Gri,Van,İpekyolu,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy,650000,2019,32000.0,Füme,İstanbul,Kağıthane,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.2 MPI Elite,720000,2015,163000.0,Bordo,İzmir,Torbalı,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Urban,750000,2021,42000.0,Mavi,Balıkesir,Edremit,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Edition Plus,735000,2017,107200.0,Mavi,Gaziantep,Şahinbey,Unpainted-Unchanging-Without Tramer
Peugeot,301,1.6 BlueHDI Active,680000,2018,126000.0,Gri,Bolu,Merkez,Unpainted-Unchanging-Without Tramer
Ford,Fiesta,1.4 TDCi Comfort,390000,2006,265000.0,Gri,Mersin,Yenişehir,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.0 Essentia,345000,2004,250000.0,Siyah,Kahramanmaraş,Onikişubat,Unpainted-Unchanging-Without Tramer
Hyundai,Accent,Blue 1.4 D-CVVT Mode,700000,2015,129000.0,Beyaz,İzmir,Menemen,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 T Cosmo,755000,2012,161000.0,Beyaz,Afyonkarahisar,Sandıklı,Unpainted-Unchanging-Without Tramer
Renault,Fluence,1.5 dCi Privilege,602400,2012,225000.0,Beyaz,Batman,Merkez,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Essentia,673000,2012,46000.0,Füme,Bursa,Nilüfer,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.4 TSi GT,570000,2007,267000.0,Kırmızı,Yozgat,Sorgun,Unpainted-Unchanging-Without Tramer
Fiat,Brava,1.6 ELX,300000,2001,218000.0,Mavi,Şanlıurfa,Ceylanpınar,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy Plus,780000,2023,22000.0,Mavi,Malatya,Yeşilyurt,Unpainted-Unchanging-Without Tramer
Citroen,C-Elysee,1.6 HDi Exclusive,630000,2013,102000.0,Füme,İzmir,Kemalpaşa,Unpainted-Unchanging-Without Tramer
Dacia,Logan,1.2 Ambiance,525000,2014,137700.0,Beyaz,İzmir,Çiğli,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy Plus,745000,2022,57500.0,Beyaz,İzmir,Bergama,Unpainted-Unchanging-Without Tramer
Fiat,Marea,1.6 Liberty,365000,2004,162000.0,Füme,Bartın,Merkez,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.3 CDTI Cosmo,820000,2013,130000.0,Kahverengi,Eskişehir,Tepebaşı,Unpainted-Unchanging-Without Tramer
Renault,Symbol,1.2 Expression,550000,2012,145000.0,Beyaz,Ankara,Pursaklar,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.5 Dream X-Pack,1480000,2023,19000.0,Beyaz,Zonguldak,Ereğli,Unpainted-Unchanging-Without Tramer
Nissan,Note,1.5 dCi Tekna,480000,2013,295000.0,Beyaz,Muğla,Marmaris,Unpainted-Unchanging-Without Tramer
Seat,Leon,1.2 TSI Style,835000,2016,111800.0,Lacivert,Malatya,Yeşilyurt,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.0 Impression,860000,2023,13000.0,Beyaz,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Seat,Ibiza,1.0 Style,850000,2022,22000.0,Kırmızı,Yozgat,Yerköy,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.4 GL,247000,2000,319000.0,Gri,Çorum,Merkez,Unpainted-Unchanging-Without Tramer
Volkswagen,VW,CC 1.4 TSi,1030000,2014,131000.0,Beyaz,Diyarbakır,Yenişehir,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy Plus,948000,2023,6001.0,Füme,İstanbul,Beylikdüzü,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.6 Multijet Lounge Plus,890000,2016,71500.0,Gri,Bursa,Yıldırım,Unpainted-Unchanging-Without Tramer
Citroen,C3,1.2 PureTech Feel Bold,875000,2020,89000.0,Beyaz,Ankara,Etimesgut,Unpainted-Unchanging-Without Tramer
Fiat,Tipo,1.6 SLX,265000,1995,62000.0,Gri,Hatay,İskenderun,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.5 TDCi Trend X,990000,2018,185000.0,Beyaz,Kocaeli,Darıca,Unpainted-Unchanging-Without Tramer
Honda,City,1.5 i-VTEC Executive,1060000,2022,30000.0,Kırmızı,Amasya,Merkez,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.6 Advance,1065000,2016,73000.0,Kahverengi,Muş,Merkez,Unpainted-Unchanging-Without Tramer
Lada,Vega,1.5,165000,2005,290000.0,Gri,Kocaeli,Darıca,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Mirror,697000,2020,51000.0,Beyaz,Afyonkarahisar,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 TCe Equilibre,980000,2023,11000.0,Gri,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Impression,1095000,2017,250200.0,Siyah,Muş,Hasköy,Unpainted-Unchanging-Without Tramer
Hyundai,Elantra,1.6 D-CVVT Mode Plus,705000,2011,182000.0,Siyah,İzmir,Karşıyaka,Unpainted-Unchanging-Without Tramer
Seat,Leon,1.4 TSI FR,1160000,2018,86000.0,Beyaz,İzmir,Karabağlar,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.5 Ti-VCT Trend X,1040000,2019,52900.0,Beyaz,Konya,Selçuklu,Unpainted-Unchanging-Without Tramer
Ford,Mondeo,1.5 Ecoboost Titanium,1060000,2015,89500.0,Beyaz,Isparta,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 Blue DCI Joy,1100000,2020,63000.0,Beyaz,Tunceli,Merkez,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.5 Vision,1140000,2021,32000.0,Beyaz,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
